who_region,iso3,country_name,city,year,version,pm10_concentration,pm25_concentration,no2_concentration,type_of_stations,reference,web_link,population,population_source,latitude,longitude,who_ms
4_Eur,DEU,Germany,Lingen/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",17.391,13.457,16.414,Suburban,NA,NA,51821,"manual, manual, manual",52.4985625,7.3174775,1
4_Eur,DEU,Germany,Lingen/DEU,2014,V6.0  (2023),17.694,14.943,16.726,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2015,V6.0  (2023),16.781,12.163,15.378,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2016,V6.0  (2023),16.356,13.015,15.843,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2017,V6.0  (2023),16.599,11.909,14.656,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2018,V6.0  (2023),17.779,13.225,15.028,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2019,V6.0  (2023),14.847,10.648,14.479,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2020,V6.0  (2023),13.653,8.054,12.547,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lingen/DEU,2021,V6.0  (2023),13.423,8.729,11.709,Suburban,NA,NA,NA,NA,52.4986,7.3175,1
4_Eur,DEU,Germany,Lubeck/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",20.881,14.369,26.517,NA,NA,NA,210305,"manual, manual, manual, manual, manual",53.846183,10.694536,1
4_Eur,DEU,Germany,Lubeck/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",19.031,11.758,27.126,"Urban, Urban, Urban",NA,NA,212172,"manual, manual, manual, manual, manual, manual, manual",53.8493892,10.6921952,1
4_Eur,DEU,Germany,Lubeck/DEU,2014,"V6.0  (2023), V6.0  (2023)",21.722,13.754,22.514,"Urban, Urban",NA,NA,216530,NA,53.84885,10.6846,1
4_Eur,DEU,Germany,Lubeck/DEU,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.608,11.198,26.052,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Lubeck/DEU,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.438,10.425,26.804,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Lubeck/DEU,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.482,10.665,24.181,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Lubeck/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.327,10.961,23.816,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Lubeck/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.041,9.916,22.774,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Lubeck/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.524,7.81,19.852,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Lubeck/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",14.391,7.396,18.546,"Urban, Urban, Urban",NA,NA,216530,NA,53.8574,10.67803333,1
4_Eur,DEU,Germany,Luchow/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018)",16.876,12.989,12.183,NA,NA,NA,287,"manual, manual, manual",52.95702,11.16705,1
4_Eur,DEU,Germany,Luchow/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",15.339,10.161,11.929,Rural,NA,NA,287,"manual, manual, manual",52.957015,11.1670625,1
4_Eur,DEU,Germany,Luchow/DEU,2014,V6.0  (2023),17.952,12.65,11.863,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2015,V6.0  (2023),14.996,10.485,11.269,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2016,V6.0  (2023),14.424,11.626,11.305,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2017,V6.0  (2023),14.087,11.178,9.884,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2018,V6.0  (2023),15.068,11.339,11.985,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2019,V6.0  (2023),13.17,9.583,10.166,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2020,V6.0  (2023),11.31,7.529,8.557,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luchow/DEU,2021,V6.0  (2023),11.847,7.799,8.477,Rural,NA,NA,NA,NA,52.957,11.1671,1
4_Eur,DEU,Germany,Luckenwalde/DEU,2019,V6.0  (2023),16.494,11.457,13.769,Urban,NA,NA,NA,NA,52.0897,13.1749,1
4_Eur,DEU,Germany,Luckenwalde/DEU,2020,V6.0  (2023),15.398,10.046,11.989,Urban,NA,NA,NA,NA,52.0897,13.1749,1
4_Eur,DEU,Germany,Luckenwalde/DEU,2021,V6.0  (2023),15.335,12.106,11.432,Urban,NA,NA,NA,NA,52.0897,13.1749,1
4_Eur,DEU,Germany,Luder/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",14.775,10.706,7.046,NA,NA,NA,1260,"manual, manual, manual, manual, manual",52.800773,10.756733,1
4_Eur,DEU,Germany,Ludwigsburg/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",13.008,9.442,31.732,"Suburban, Urban, Urban",NA,NA,93584,NA,48.89553333,9.1855,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.101,15.294,36.723,"Urban, Urban, Urban",NA,NA,163085,"manual, manual, manual, manual, manual",49.47873713,8.432207,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",22.891,14.226,40.971,"Urban, Urban, Urban",NA,NA,172253,NA,49.4721,8.436133333,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2015,"V6.0  (2023), V6.0  (2023)",23.907,14.245,38.928,"Urban, Urban",NA,NA,172253,NA,49.467,8.4349,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2016,"V6.0  (2023), V6.0  (2023)",23.259,13.48,39.607,"Urban, Urban",NA,NA,172253,NA,49.467,8.4349,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2017,"V6.0  (2023), V6.0  (2023)",23.788,13.19,37.221,"Urban, Urban",NA,NA,172253,NA,49.467,8.4349,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2018,"V6.0  (2023), V6.0  (2023)",23.051,13.096,34.79,"Urban, Urban",NA,NA,172253,NA,49.467,8.4349,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.762,11.711,35.393,"Urban, Urban, Urban, Urban, Urban",NA,NA,172253,NA,49.47412,8.44022,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.491,10.304,31.273,"Urban, Urban, Urban, Urban, Urban",NA,NA,172253,NA,49.47412,8.44022,1
4_Eur,DEU,Germany,Ludwigshafen Am Rhein/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.604,11.211,30.968,"Urban, Urban, Urban, Urban, Urban",NA,NA,172253,NA,49.47412,8.44022,1
4_Eur,DEU,Germany,Ludwigshafen/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.432,16.967,39.073,NA,NA,NA,161689,"old database, old database, old database, old database, old database, old database, old database, old database",49.4828605,8.42755,1
4_Eur,DEU,Germany,Magdeburg/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",29.888,21.398,37.776,NA,NA,NA,228144,"manual, manual, manual, manual, manual, manual, manual, manual, manual, manual, manual",52.12857355,11.62471236,1
4_Eur,DEU,Germany,Magdeburg/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.373,15.442,34.255,"Urban, Urban, Urban, Urban",NA,NA,232854,"manual, manual, manual, manual",52.1292765,11.62449488,1
4_Eur,DEU,Germany,Magdeburg/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",26.243,17.201,33.02,"Urban, Urban, Urban, Urban",NA,NA,237565,NA,52.127975,11.6247,1
4_Eur,DEU,Germany,Magdeburg/DEU,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.847,13.699,27.792,"Urban, Urban, Urban",NA,NA,237565,NA,52.12663333,11.62513333,1
4_Eur,DEU,Germany,Magdeburg/DEU,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.151,13.725,27.132,"Urban, Urban, Urban",NA,NA,237565,NA,52.1268,11.62536667,1
4_Eur,DEU,Germany,Magdeburg/DEU,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.908,13.623,26.473,"Urban, Urban, Urban",NA,NA,237565,NA,52.1268,11.62536667,1
4_Eur,DEU,Germany,Magdeburg/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.837,13.793,24.655,"Urban, Urban, Urban",NA,NA,237565,NA,52.1268,11.62536667,1
4_Eur,DEU,Germany,Magdeburg/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.489,10.639,22.84,"Urban, Urban, Urban",NA,NA,237565,NA,52.1268,11.62536667,1
4_Eur,DEU,Germany,Magdeburg/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.924,9.892,19.404,"Urban, Urban, Urban",NA,NA,237565,NA,52.1268,11.62536667,1
4_Eur,DEU,Germany,Magdeburg/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.396,11.02,19.216,"Urban, Urban, Urban",NA,NA,237565,NA,52.1268,11.62536667,1
4_Eur,DEU,Germany,Mainz/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",20.8,16.592,42.029,NA,NA,NA,194282,"old database, old database, old database, old database, old database, old database, old database, old database, old database, old database, old database",50.00377855,8.256083727,1
4_Eur,DEU,Germany,Mainz/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",21.926,14.525,40.852,"Urban, Urban, Urban, Urban, Urban",NA,NA,204405,"old database, old database, old database, old database, old database, old database, old database",50.00343225,8.259027,1
4_Eur,DEU,Germany,Mainz/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.568,13.281,41.025,"Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00452,8.25732,1
4_Eur,DEU,Germany,Mainz/DEU,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.513,13.522,40.848,"Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00452,8.25732,1
4_Eur,DEU,Germany,Mainz/DEU,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.67,12.569,39.082,"Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00452,8.25732,1
4_Eur,DEU,Germany,Mainz/DEU,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",19.606,12.61,38.37,"Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00452,8.25732,1
4_Eur,DEU,Germany,Mainz/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.304,12.169,35.826,"Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.005875,8.254425,1
4_Eur,DEU,Germany,Mainz/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.563,11.308,33.945,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00390385,8.265415385,1
4_Eur,DEU,Germany,Mainz/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.827,10.146,29.413,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00335172,8.266668966,1
4_Eur,DEU,Germany,Mainz/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.421,10.512,30.685,"Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban, Urban",NA,NA,218578,NA,50.00335172,8.266668966,1
4_Eur,DEU,Germany,Mannheim/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.965,18.021,35.46,NA,NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.49056492,8.483813385,1
4_Eur,DEU,Germany,Mannheim/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",21.554,15.321,33.813,"Suburban, Urban, Urban, Rural, Rural",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51940215,8.470828769,1
4_Eur,DEU,Germany,Mannheim/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",21.644,14.357,39.583,"Suburban, Urban, Rural, Rural",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.55795,8.4672,1
4_Eur,DEU,Germany,Mannheim/DEU,2015,"V6.0  (2023), V6.0  (2023)",21.54,13.959,37.621,"Suburban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51835,8.46865,1
4_Eur,DEU,Germany,Mannheim/DEU,2016,"V6.0  (2023), V6.0  (2023)",20.834,12.63,36.093,"Suburban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51835,8.46865,1
4_Eur,DEU,Germany,Mannheim/DEU,2017,"V6.0  (2023), V6.0  (2023)",19.761,12.976,35.382,"Suburban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51835,8.46865,1
4_Eur,DEU,Germany,Mannheim/DEU,2018,"V6.0  (2023), V6.0  (2023)",18.937,12.596,35.527,"Suburban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51835,8.46865,1
4_Eur,DEU,Germany,Mannheim/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.877,11.56,34.252,"Suburban, Urban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51026667,8.466566667,1
4_Eur,DEU,Germany,Mannheim/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.205,9.892,28.803,"Suburban, Urban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51026667,8.466566667,1
4_Eur,DEU,Germany,Mannheim/DEU,2021,"V6.0  (2023), V6.0  (2023)",16.083,9.722,25.915,"Suburban, Urban",NA,NA,331670,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",49.51835,8.46865,1
4_Eur,DEU,Germany,Marburg/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",21.803,19.664,34.481,NA,NA,NA,79164,"old database, old database, old database, old database, old database",50.8059108,8.7693678,1
4_Eur,DEU,Germany,Marburg/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",21.069,15.919,33.518,"Urban, Urban",NA,NA,78350,"old database, old database, old database",50.8060184,8.770028,1
4_Eur,DEU,Germany,Marburg/DEU,2014,"V6.0  (2023), V6.0  (2023)",20.567,15.411,33.781,"Urban, Urban",NA,NA,77129,NA,50.80575,8.7699,1
4_Eur,DEU,Germany,Marburg/DEU,2015,"V6.0  (2023), V6.0  (2023)",20.031,15.003,35.814,"Urban, Urban",NA,NA,77129,NA,50.80575,8.7699,1
4_Eur,DEU,Germany,Marburg/DEU,2016,"V6.0  (2023), V6.0  (2023)",17.743,13.736,35.353,"Urban, Urban",NA,NA,77129,NA,50.80575,8.7699,1
4_Eur,DEU,Germany,Marburg/DEU,2017,"V6.0  (2023), V6.0  (2023)",18.429,13.322,28.777,"Urban, Urban",NA,NA,77129,NA,50.80575,8.7699,1
4_Eur,DEU,Germany,Marburg/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.899,13.611,28.615,"Urban, Urban, Urban",NA,NA,77129,NA,50.8062,8.769933333,1
4_Eur,DEU,Germany,Marburg/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",15.655,10.87,28.565,"Urban, Urban, Urban",NA,NA,77129,NA,50.8062,8.769933333,1
4_Eur,DEU,Germany,Marburg/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",13.2,8.763,25.689,"Urban, Urban, Urban",NA,NA,77129,NA,50.8062,8.769933333,1
4_Eur,DEU,Germany,Marburg/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",13.337,9.306,25.736,"Urban, Urban, Urban, Urban",NA,NA,77129,NA,50.808975,8.770275,1
4_Eur,DEU,Germany,Marsberg/DEU,2013,V4.0 (2018),16.4,12.761,10.455,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2014,V6.0  (2023),15.288,11.077,9.371,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2015,V6.0  (2023),14.384,11.416,9.432,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2016,V6.0  (2023),13.753,10.392,9.194,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2017,V6.0  (2023),14.68,10.621,8.936,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2018,V6.0  (2023),15.043,11.358,8.749,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2019,V6.0  (2023),11.662,8.694,7.742,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2020,V6.0  (2023),10.138,7.178,7.012,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Marsberg/DEU,2021,V6.0  (2023),10.886,8.083,6.469,Rural,NA,NA,NA,NA,51.4309,8.9282,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",24.577,17.885,27.024,NA,NA,NA,318770,"old database, old database, old database, city_pop",51.16612925,6.4505585,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2013,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",23.131,17.033,36.865,"Suburban, Urban, Urban, Urban",NA,NA,289902,"old database, old database, old database, city_pop",51.17102425,6.437759375,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2014,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.797,15.172,30.563,"Suburban, Urban, Urban, Urban, Rural",NA,NA,261034,NA,51.1548,6.44078,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2015,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.808,13.731,28.4,"Suburban, Urban, Urban, Urban, Rural, Rural",NA,NA,261034,NA,51.14516667,6.436616667,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2016,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.533,13.205,29.384,"Suburban, Urban, Urban, Urban, Rural, Rural",NA,NA,261034,NA,51.14516667,6.436616667,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2017,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.47,13.72,28.173,"Suburban, Urban, Urban, Urban, Rural",NA,NA,261034,NA,51.1548,6.44078,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2018,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",20.685,12.179,26.988,"Suburban, Urban, Urban, Urban, Rural",NA,NA,261034,NA,51.1548,6.44078,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",18.798,10.669,25.404,"Suburban, Urban, Urban, Rural",NA,NA,261034,NA,51.151,6.43625,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.648,8.076,21.655,"Suburban, Urban, Urban, Rural",NA,NA,261034,NA,51.151,6.43625,1
4_Eur,DEU,Germany,Monchengladbach/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.833,9.863,22.225,"Suburban, Urban, Urban, Rural",NA,NA,261034,NA,51.151,6.43625,1
4_Eur,DEU,Germany,Morfelden Walldorf/DEU,2021,V6.0  (2023),12.865,8.403,12.997,Urban,NA,NA,NA,NA,49.965,8.5659,1
4_Eur,DEU,Germany,Muhlhausen/DEU,2019,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.256,10.787,23.377,"Urban, Urban, Urban",NA,NA,NA,NA,51.20776667,10.44966667,1
4_Eur,DEU,Germany,Muhlhausen/DEU,2020,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",16.996,11.672,18.71,"Urban, Urban, Urban",NA,NA,NA,NA,51.20776667,10.44966667,1
4_Eur,DEU,Germany,Muhlhausen/DEU,2021,"V6.0  (2023), V6.0  (2023), V6.0  (2023)",17.202,10.036,20.221,"Urban, Urban, Urban",NA,NA,NA,NA,51.20776667,10.44966667,1
4_Eur,DEU,Germany,Munchen/DEU,2010,"V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018), V4.0 (2018)",28.854,18.502,56.99,NA,NA,NA,1538302,"Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018, Imputed_from_UNWUP2018",48.15367831,11.56913423,1
